id,name,created_at,status,total_amount,discount_amount,discount_percentage,merchant_network_id,merchant_category
215,bird ride,2022-08-07T00:00:00,posted,902,45,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
293,Beyond purchase,2022-08-07T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
309,Beyond leasing,2022-08-05T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
414,riide leasing,2022-08-05T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
10,Beyond leasing,2022-08-04T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
86,Bird buy,2022-08-04T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
283,Ridepanda lease,2022-08-04T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
294,Unagi,2022-08-04T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
398,Ridepanda lease,2022-08-04T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
510,beyond leasing,2022-08-04T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
453,revel ride,2022-08-03T00:00:00,posted,1700,340,20,BQTMSBEXTZE3BHX,car_rental_agencies
17,Bird buy,2022-08-02T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
43,Unagi,2022-08-02T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
45,beyond leasing,2022-08-02T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
52,Bird buy,2022-08-02T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
85,lyft ride,2022-08-02T00:00:00,posted,1683,252,15,ML8VGZKUUFD4FEM,taxicabs_limousines
419,Unagi,2022-08-02T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
498,lyft ride,2022-08-01T00:00:00,posted,3197,479,15,ML8VGZKUUFD4FEM,taxicabs_limousines
11,lyft ride,2022-07-31T00:00:00,posted,1932,289,15,ML8VGZKUUFD4FEM,taxicabs_limousines
200,revel ride,2022-07-31T00:00:00,posted,1950,390,20,BQTMSBEXTZE3BHX,car_rental_agencies
340,beyond leasing,2022-07-31T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
490,Bird buy,2022-07-31T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
289,Bird buy,2022-07-30T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
148,Beyond leasing,2022-07-29T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
422,Ridepanda lease,2022-07-29T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
333,Beyond purchase,2022-07-28T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
407,Bird buy,2022-07-28T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
454,Ridepanda lease,2022-07-28T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
177,bird ride,2022-07-27T00:00:00,posted,5800,290,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
180,Bird buy,2022-07-27T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
83,bird ride,2022-07-26T00:00:00,posted,5052,252,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
336,bird ride,2022-07-26T00:00:00,posted,5777,288,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
57,riide leasing,2022-07-25T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
273,Unagi,2022-07-25T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
251,beyond leasing,2022-07-24T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
332,riide leasing,2022-07-24T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
360,Ridepanda lease,2022-07-23T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
381,Beyond leasing,2022-07-23T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
416,bird ride,2022-07-23T00:00:00,posted,2695,134,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
6,riide leasing,2022-07-22T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
357,lyft ride,2022-07-22T00:00:00,posted,4148,622,15,ML8VGZKUUFD4FEM,taxicabs_limousines
162,Ridepanda lease,2022-07-21T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
167,bird ride,2022-07-21T00:00:00,posted,6383,319,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
28,Bird buy,2022-07-20T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
64,revel rideshare,2022-07-20T00:00:00,posted,5495,0,,BQTMSBEXTZE3BHX,car_rental_agencies
124,revel rideshare,2022-07-19T00:00:00,posted,5158,0,,BQTMSBEXTZE3BHX,car_rental_agencies
253,Beyond leasing,2022-07-19T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
347,Bird buy,2022-07-19T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
279,Bird buy,2022-07-18T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
374,riide leasing,2022-07-18T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
18,riide leasing,2022-07-17T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
471,Ridepanda lease,2022-07-17T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
367,bird ride,2022-07-16T00:00:00,posted,1222,61,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
392,Beyond leasing,2022-07-16T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
223,Unagi,2022-07-15T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
495,revel ride,2022-07-14T00:00:00,posted,609,121,20,BQTMSBEXTZE3BHX,car_rental_agencies
315,Beyond leasing,2022-07-13T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
110,beyond leasing,2022-07-12T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
222,revel ride,2022-07-11T00:00:00,posted,4702,940,20,BQTMSBEXTZE3BHX,car_rental_agencies
270,Ridepanda lease,2022-07-11T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
424,bird ride,2022-07-11T00:00:00,posted,424,21,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
376,Ridepanda lease,2022-07-10T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
33,Ridepanda lease,2022-07-09T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
308,riide leasing,2022-07-09T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
30,Ridepanda lease,2022-07-07T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
141,Beyond leasing,2022-07-07T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
243,Ridepanda lease,2022-07-07T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
342,riide leasing,2022-07-07T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
493,Unagi,2022-07-07T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
105,riide leasing,2022-07-06T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
232,Beyond leasing,2022-07-06T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
462,Bird buy,2022-07-06T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
496,Ridepanda lease,2022-07-06T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
233,beyond leasing,2022-07-05T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
267,Beyond leasing,2022-07-05T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
446,beyond leasing,2022-07-05T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
337,Bird buy,2022-07-04T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
346,Ridepanda lease,2022-07-04T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
358,Bird buy,2022-07-04T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
365,bird ride,2022-07-04T00:00:00,posted,3253,162,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
77,revel rideshare,2022-07-03T00:00:00,posted,4353,0,,BQTMSBEXTZE3BHX,car_rental_agencies
122,bird ride,2022-07-03T00:00:00,posted,1251,62,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
150,Unagi,2022-07-03T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
402,revel ride,2022-07-01T00:00:00,posted,4935,987,20,BQTMSBEXTZE3BHX,car_rental_agencies
421,Bird buy,2022-07-01T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
435,Bird buy,2022-07-01T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
168,bird ride,2022-06-30T00:00:00,posted,4699,234,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
455,beyond leasing,2022-06-30T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
369,Unagi,2022-06-29T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
474,Ridepanda lease,2022-06-28T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
25,bird ride,2022-06-27T00:00:00,posted,5309,265,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
237,Unagi,2022-06-27T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
282,revel rideshare,2022-06-27T00:00:00,posted,4338,0,,BQTMSBEXTZE3BHX,car_rental_agencies
246,Ridepanda lease,2022-06-26T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
12,riide leasing,2022-06-25T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
184,revel ride,2022-06-25T00:00:00,posted,4963,992,20,BQTMSBEXTZE3BHX,car_rental_agencies
111,riide leasing,2022-06-24T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
343,Ridepanda lease,2022-06-24T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
154,Ridepanda lease,2022-06-23T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
399,Beyond purchase,2022-06-23T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
379,revel ride,2022-06-22T00:00:00,posted,4159,831,20,BQTMSBEXTZE3BHX,car_rental_agencies
174,revel ride,2022-06-21T00:00:00,posted,6118,1223,20,BQTMSBEXTZE3BHX,car_rental_agencies
92,Ridepanda lease,2022-06-20T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
220,uber ride,2022-06-20T00:00:00,posted,3040,456,15,000445197950998,taxicabs_limousines
330,Ridepanda lease,2022-06-20T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
404,bird ride,2022-06-20T00:00:00,posted,910,45,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
450,revel rideshare,2022-06-20T00:00:00,posted,1530,0,,BQTMSBEXTZE3BHX,car_rental_agencies
20,Ridepanda lease,2022-06-19T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
256,Ridepanda lease,2022-06-19T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
318,revel ride,2022-06-19T00:00:00,posted,4368,873,20,BQTMSBEXTZE3BHX,car_rental_agencies
361,revel ride,2022-06-19T00:00:00,posted,3714,742,20,BQTMSBEXTZE3BHX,car_rental_agencies
97,Beyond purchase,2022-06-18T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
117,Ridepanda lease,2022-06-18T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
123,revel ride,2022-06-18T00:00:00,posted,6462,1292,20,BQTMSBEXTZE3BHX,car_rental_agencies
335,revel rideshare,2022-06-18T00:00:00,posted,4794,0,,BQTMSBEXTZE3BHX,car_rental_agencies
469,uber ride,2022-06-18T00:00:00,posted,1866,279,15,000445197950998,taxicabs_limousines
31,revel rideshare,2022-06-17T00:00:00,posted,6431,0,,BQTMSBEXTZE3BHX,car_rental_agencies
155,uber ride,2022-06-17T00:00:00,posted,2547,382,15,000445197950998,taxicabs_limousines
389,Bird buy,2022-06-17T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
29,revel rideshare,2022-06-16T00:00:00,posted,6906,0,,BQTMSBEXTZE3BHX,car_rental_agencies
384,revel ride,2022-06-16T00:00:00,posted,6115,1223,20,BQTMSBEXTZE3BHX,car_rental_agencies
434,revel ride,2022-06-16T00:00:00,posted,764,152,20,BQTMSBEXTZE3BHX,car_rental_agencies
56,Beyond purchase,2022-06-15T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
113,Beyond leasing,2022-06-15T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
214,Ridepanda lease,2022-06-15T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
295,Beyond purchase,2022-06-15T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
505,Bird buy,2022-06-15T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
438,Beyond purchase,2022-06-14T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
287,revel ride,2022-06-13T00:00:00,posted,1751,350,20,BQTMSBEXTZE3BHX,car_rental_agencies
377,uber ride,2022-06-13T00:00:00,posted,6223,933,15,000445197950998,taxicabs_limousines
300,Beyond leasing,2022-06-12T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
107,lyft ride,2022-06-10T00:00:00,posted,5653,847,15,ML8VGZKUUFD4FEM,taxicabs_limousines
120,Ridepanda lease,2022-06-10T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
269,bird ride,2022-06-10T00:00:00,posted,821,41,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
349,Beyond leasing,2022-06-10T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
461,Unagi,2022-06-10T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
139,Bird buy,2022-06-09T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
142,revel ride,2022-06-09T00:00:00,posted,1340,268,20,BQTMSBEXTZE3BHX,car_rental_agencies
382,Beyond leasing,2022-06-09T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
183,revel ride,2022-06-08T00:00:00,posted,1088,217,20,BQTMSBEXTZE3BHX,car_rental_agencies
203,Beyond leasing,2022-06-08T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
396,Ridepanda lease,2022-06-08T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
499,Beyond purchase,2022-06-08T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
96,Beyond leasing,2022-06-07T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
152,revel ride,2022-06-06T00:00:00,posted,1534,306,20,BQTMSBEXTZE3BHX,car_rental_agencies
259,Beyond leasing,2022-06-06T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
378,Beyond leasing,2022-06-06T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
383,Unagi,2022-06-06T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
479,riide leasing,2022-06-06T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
481,riide leasing,2022-06-06T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
53,revel ride,2022-06-05T00:00:00,posted,5948,1189,20,BQTMSBEXTZE3BHX,car_rental_agencies
160,revel rideshare,2022-06-05T00:00:00,posted,3185,0,,BQTMSBEXTZE3BHX,car_rental_agencies
274,Bird buy,2022-06-05T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
319,beyond leasing,2022-06-05T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
412,bird ride,2022-06-05T00:00:00,posted,862,43,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
507,riide leasing,2022-06-05T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
60,beyond leasing,2022-06-04T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
91,revel ride,2022-06-04T00:00:00,posted,4561,912,20,BQTMSBEXTZE3BHX,car_rental_agencies
321,Unagi,2022-06-04T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
460,revel rideshare,2022-06-04T00:00:00,posted,3572,0,,BQTMSBEXTZE3BHX,car_rental_agencies
226,bird ride,2022-06-03T00:00:00,posted,1479,73,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
304,Beyond leasing,2022-06-03T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
320,Beyond leasing,2022-06-02T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
42,bird ride,2022-06-01T00:00:00,posted,4792,239,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
75,uber ride,2022-06-01T00:00:00,posted,1077,161,15,000445197950998,taxicabs_limousines
94,Unagi,2022-06-01T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
236,Ridepanda lease,2022-06-01T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
276,revel ride,2022-06-01T00:00:00,posted,2165,433,20,BQTMSBEXTZE3BHX,car_rental_agencies
285,Ridepanda lease,2022-06-01T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
491,lyft ride,2022-06-01T00:00:00,posted,1883,282,15,ML8VGZKUUFD4FEM,taxicabs_limousines
89,lyft ride,2022-05-31T00:00:00,posted,6538,980,15,ML8VGZKUUFD4FEM,taxicabs_limousines
345,riide leasing,2022-05-31T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
428,Unagi,2022-05-31T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
67,Beyond purchase,2022-05-30T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
100,revel ride,2022-05-30T00:00:00,posted,5584,1116,20,BQTMSBEXTZE3BHX,car_rental_agencies
140,Beyond leasing,2022-05-30T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
265,beyond leasing,2022-05-30T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
456,Beyond purchase,2022-05-30T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
74,Beyond leasing,2022-05-29T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
112,Ridepanda lease,2022-05-29T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
468,Ridepanda lease,2022-05-28T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
487,bird ride,2022-05-28T00:00:00,posted,3588,179,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
9,revel ride,2022-05-27T00:00:00,posted,4808,961,20,BQTMSBEXTZE3BHX,car_rental_agencies
26,Beyond purchase,2022-05-27T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
228,beyond leasing,2022-05-27T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
292,Bird buy,2022-05-27T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
350,Bird buy,2022-05-27T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
8,riide leasing,2022-05-26T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
23,Unagi,2022-05-26T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
170,Bird buy,2022-05-25T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
178,Unagi,2022-05-25T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
302,uber ride,2022-05-25T00:00:00,posted,708,106,15,000445197950998,taxicabs_limousines
375,revel ride,2022-05-25T00:00:00,posted,6534,1306,20,BQTMSBEXTZE3BHX,car_rental_agencies
156,Ridepanda lease,2022-05-24T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
467,Ridepanda lease,2022-05-24T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
323,riide leasing,2022-05-23T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
504,revel ride,2022-05-22T00:00:00,posted,4400,880,20,BQTMSBEXTZE3BHX,car_rental_agencies
426,uber ride,2022-05-21T00:00:00,posted,1081,162,15,000445197950998,taxicabs_limousines
58,Unagi,2022-05-20T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
68,Unagi,2022-05-20T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
108,beyond leasing,2022-05-20T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
250,Beyond leasing,2022-05-20T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
254,Bird buy,2022-05-20T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
351,Unagi,2022-05-20T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
473,Ridepanda lease,2022-05-20T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
451,Ridepanda lease,2022-05-19T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
186,Beyond purchase,2022-05-18T00:00:00,posted,81500,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
224,Ridepanda lease,2022-05-18T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
488,riide leasing,2022-05-18T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
132,Ridepanda lease,2022-05-17T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
205,revel rideshare,2022-05-17T00:00:00,posted,2529,0,,BQTMSBEXTZE3BHX,car_rental_agencies
213,Beyond leasing,2022-05-17T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
415,revel ride,2022-05-17T00:00:00,posted,4096,819,20,BQTMSBEXTZE3BHX,car_rental_agencies
101,Bird buy,2022-05-16T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
457,Unagi,2022-05-16T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
147,riide leasing,2022-05-15T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
261,Ridepanda lease,2022-05-15T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
275,revel rideshare,2022-05-15T00:00:00,posted,6762,0,,BQTMSBEXTZE3BHX,car_rental_agencies
394,Beyond leasing,2022-05-15T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
444,revel ride,2022-05-15T00:00:00,posted,1205,241,20,BQTMSBEXTZE3BHX,car_rental_agencies
7,revel ride,2022-05-14T00:00:00,posted,2412,482,20,BQTMSBEXTZE3BHX,car_rental_agencies
159,bird ride,2022-05-14T00:00:00,posted,2455,122,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
230,Ridepanda lease,2022-05-14T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
305,uber ride,2022-05-14T00:00:00,posted,2952,442,15,000445197950998,taxicabs_limousines
354,riide leasing,2022-05-14T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
366,Beyond leasing,2022-05-14T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
395,Unagi,2022-05-14T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
476,Ridepanda lease,2022-05-14T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
38,revel ride,2022-05-13T00:00:00,posted,1067,213,20,BQTMSBEXTZE3BHX,car_rental_agencies
49,Ridepanda lease,2022-05-13T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
439,Bird buy,2022-05-13T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
432,Ridepanda lease,2022-05-12T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
27,Bird buy,2022-05-11T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
41,revel rideshare,2022-05-11T00:00:00,posted,6822,0,,BQTMSBEXTZE3BHX,car_rental_agencies
93,riide leasing,2022-05-10T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
106,revel ride,2022-05-10T00:00:00,posted,2280,456,20,BQTMSBEXTZE3BHX,car_rental_agencies
212,revel ride,2022-05-10T00:00:00,posted,5955,1191,20,BQTMSBEXTZE3BHX,car_rental_agencies
338,revel ride,2022-05-10T00:00:00,posted,5962,1192,20,BQTMSBEXTZE3BHX,car_rental_agencies
405,Ridepanda lease,2022-05-10T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
380,bird ride,2022-05-09T00:00:00,posted,3335,166,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
497,bird ride,2022-05-09T00:00:00,posted,5498,274,5,7DHYXCKLJMBSZOD,miscellaneous_recreation_services
133,riide leasing,2022-05-08T00:00:00,posted,9900,990,10,000445442516990,bicycle_shops
339,Ridepanda lease,2022-05-08T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
131,revel ride,2022-05-07T00:00:00,posted,2765,553,20,BQTMSBEXTZE3BHX,car_rental_agencies
262,revel ride,2022-05-07T00:00:00,posted,2432,486,20,BQTMSBEXTZE3BHX,car_rental_agencies
433,Unagi,2022-05-07T00:00:00,posted,99000,24750,25,EBKBZTSFL6OIFYQ,transportation_services
194,revel rideshare,2022-05-06T00:00:00,posted,4499,0,,BQTMSBEXTZE3BHX,car_rental_agencies
252,beyond leasing,2022-05-06T00:00:00,posted,6900,0,,YVTE9ROHBUDVIB8,commercial_photography_art_and_graphics
458,uber ride,2022-05-06T00:00:00,posted,1228,184,15,000445197950998,taxicabs_limousines
263,Bird buy,2022-05-05T00:00:00,posted,69900,6990,10,000445266622999,miscellaneous_recreation_services
417,Ridepanda lease,2022-05-05T00:00:00,posted,7900,0,,FI9OE226R0ZHOO7,bicycle_shops
